EmployeeID,Department,Designation,Experience,CollegeTier,Salary
2501,IT,Associate,5,Tier 1,880503
2502,Marketing,Senior Dev,19,Tier 1,2154867
2503,Sales,Associate,10,Tier 3,1003724
2504,Operations,Associate,9,Tier 3,960626
2505,Operations,Analyst,12,Tier 3,1013386
2506,HR,Director,2,Tier 2,1467406
2507,Finance,Lead,14,Tier 2,1719548
2508,IT,Lead,12,Tier 1,1780618
2509,Sales,Lead,19,Tier 3,1820698
2510,Operations,Senior Dev,18,Tier 2,1843525
2511,Sales,Senior Dev,10,Tier 3,1219053
2512,Sales,Manager,15,Tier 1,2226644
2513,Support,Lead,2,Tier 3,837701
2514,IT,Lead,5,Tier 1,1263469
2515,Marketing,Intern,17,Tier 3,1242656
2516,HR,Intern,3,Tier 3,405199
2517,Marketing,Lead,14,Tier 3,1546607
2518,Support,Analyst,10,Tier 2,983993
2519,Support,Intern,2,Tier 1,427858
2520,Operations,Lead,15,Tier 2,1751188
2521,Finance,Senior Dev,9,Tier 3,1120776
2522,Finance,Intern,3,Tier 1,454788
2523,Support,Senior Dev,18,Tier 2,1828922
2524,Support,Associate,1,Tier 1,578340
2525,Operations,Director,10,Tier 1,2276984
2526,Finance,Senior Dev,19,Tier 3,1758175
2527,Operations,Senior Dev,18,Tier 3,1661094
2528,HR,Analyst,10,Tier 1,1100741
2529,Finance,Manager,1,Tier 2,1032838
2530,Sales,Analyst,4,Tier 3,513262
2531,Operations,Lead,4,Tier 2,1048594
2532,IT,Associate,11,Tier 2,1166257
2533,Marketing,Analyst,3,Tier 1,600453
2534,HR,Director,16,Tier 2,2348217
2535,HR,Senior Dev,19,Tier 1,2169229
2536,Finance,Associate,13,Tier 3,1164026
2537,HR,Associate,10,Tier 1,1250908
2538,IT,Analyst,17,Tier 1,1639610
2539,Finance,Intern,17,Tier 2,1319031
2540,Support,Senior Dev,10,Tier 1,1529668
2541,Sales,Lead,11,Tier 1,1706484
2542,Finance,Manager,8,Tier 2,1488570
2543,Support,Senior Dev,8,Tier 3,1079877
2544,Finance,Manager,9,Tier 2,1554917
2545,Sales,Manager,18,Tier 3,1979504
2546,Marketing,Intern,6,Tier 3,586579
2547,IT,Lead,0,Tier 3,688062
2548,HR,Analyst,7,Tier 2,771941
2549,Marketing,Senior Dev,17,Tier 1,2018470
2550,Finance,Manager,16,Tier 3,1875148
2551,Finance,Associate,13,Tier 2,1289133
2552,Sales,Manager,17,Tier 2,2126435
2553,Finance,Manager,17,Tier 3,1907519
2554,Support,Senior Dev,0,Tier 1,728566
2555,Sales,Director,10,Tier 2,1999358
2556,Marketing,Director,11,Tier 3,1864087
2557,IT,Manager,19,Tier 3,2066541
2558,HR,Lead,5,Tier 3,972690
2559,Operations,Senior Dev,12,Tier 3,1309404
2560,Support,Director,1,Tier 1,1570380
2561,Marketing,Associate,16,Tier 2,1485173
2562,Marketing,Associate,1,Tier 2,529027
2563,Support,Intern,10,Tier 1,994519
2564,IT,Manager,11,Tier 2,1708439
2565,HR,Intern,10,Tier 1,981413
2566,IT,Senior Dev,19,Tier 1,2168559
2567,IT,Director,7,Tier 2,1775513
2568,Operations,Associate,16,Tier 3,1351119
2569,Marketing,Director,19,Tier 2,2573299
2570,Operations,Lead,15,Tier 1,1995517
2571,Support,Associate,10,Tier 3,988950
2572,HR,Senior Dev,15,Tier 3,1493596
2573,Support,Associate,14,Tier 2,1388199
2574,IT,Analyst,15,Tier 1,1529546
2575,HR,Director,8,Tier 2,1846850
2576,IT,Lead,19,Tier 2,2036788
2577,Support,Lead,9,Tier 1,1536848
2578,Marketing,Analyst,14,Tier 1,1447446
2579,Marketing,Associate,7,Tier 2,905998
2580,Operations,Director,13,Tier 3,2005571
2581,IT,Lead,6,Tier 3,1035750
2582,Sales,Associate,11,Tier 1,1308232
2583,Support,Senior Dev,16,Tier 3,1565903
2584,Sales,Lead,9,Tier 1,1552093
2585,IT,Manager,18,Tier 3,2003741
2586,Marketing,Associate,10,Tier 3,1018225
2587,Sales,Intern,17,Tier 2,1329478
2588,Sales,Intern,11,Tier 3,881769
2589,IT,Associate,1,Tier 3,455338
2590,Marketing,Intern,19,Tier 1,1649145
2591,Marketing,Analyst,5,Tier 2,632775
2592,Sales,Lead,9,Tier 1,1551647
2593,Marketing,Associate,19,Tier 2,1709838
2594,Sales,Intern,4,Tier 3,429539
2595,Finance,Director,2,Tier 3,1347124
2596,IT,Analyst,7,Tier 3,715159
2597,HR,Intern,7,Tier 2,689099
2598,Finance,Manager,7,Tier 3,1345178
2599,HR,Associate,13,Tier 2,1317343
2600,IT,Lead,7,Tier 2,1248172
2601,HR,Analyst,9,Tier 1,1056902
2602,Sales,Lead,16,Tier 1,2101739
2603,Sales,Senior Dev,12,Tier 2,1438351
2604,IT,Analyst,3,Tier 3,501300
2605,Marketing,Manager,3,Tier 3,1094254
2606,IT,Lead,17,Tier 3,1728847
2607,Marketing,Senior Dev,5,Tier 3,888814
2608,Support,Analyst,1,Tier 3,353926
2609,Operations,Analyst,10,Tier 2,994779
2610,Sales,Manager,13,Tier 2,1828335
2611,IT,Manager,4,Tier 2,1271295
2612,IT,Lead,5,Tier 1,1254057
2613,HR,Associate,7,Tier 3,809583
2614,Sales,Lead,13,Tier 2,1657287
2615,Sales,Associate,2,Tier 1,675211
2616,Support,Senior Dev,15,Tier 3,1484139
2617,Operations,Director,16,Tier 1,2689520
2618,IT,Senior Dev,9,Tier 2,1261688
2619,IT,Analyst,9,Tier 1,1075476
2620,Support,Analyst,1,Tier 1,469928
2621,Marketing,Manager,12,Tier 1,2000208
2622,HR,Director,15,Tier 2,2329681
2623,IT,Analyst,18,Tier 2,1542219
2624,Operations,Intern,7,Tier 3,598080
2625,Marketing,Intern,14,Tier 3,1061305
2626,Operations,Intern,14,Tier 2,1152862
2627,Sales,Intern,6,Tier 3,570460
2628,Marketing,Manager,16,Tier 1,2330871
2629,Operations,Lead,8,Tier 3,1170519
2630,IT,Director,19,Tier 2,2572378
2631,IT,Senior Dev,17,Tier 1,2044996
2632,Finance,Analyst,15,Tier 2,1304536
2633,Finance,Senior Dev,11,Tier 2,1404555
2634,Finance,Lead,5,Tier 1,1237618
2635,Finance,Intern,6,Tier 1,701480
2636,Marketing,Senior Dev,2,Tier 1,890527
2637,Sales,Manager,17,Tier 2,2093151
2638,IT,Lead,6,Tier 2,1180739
2639,Finance,Senior Dev,7,Tier 2,1126700
2640,Support,Manager,12,Tier 1,2053192
2641,HR,Senior Dev,16,Tier 1,1921252
2642,Operations,Analyst,5,Tier 2,667842
2643,Support,Intern,12,Tier 3,904523
2644,IT,Senior Dev,13,Tier 2,1489630
2645,HR,Associate,3,Tier 3,572523
2646,HR,Manager,6,Tier 1,1591151
2647,Sales,Director,12,Tier 2,2083695
2648,HR,Director,5,Tier 2,1623262
2649,HR,Associate,5,Tier 2,795415
2650,Operations,Analyst,2,Tier 2,455963
2651,Support,Associate,2,Tier 2,571932
2652,HR,Senior Dev,1,Tier 1,828487
2653,Finance,Manager,5,Tier 2,1296855
2654,Operations,Manager,7,Tier 3,1337288
2655,HR,Associate,5,Tier 1,870805
2656,HR,Lead,2,Tier 3,817529
2657,HR,Senior Dev,2,Tier 3,704079
2658,Marketing,Associate,11,Tier 1,1324872
2659,Marketing,Associate,4,Tier 2,731021
2660,IT,Director,19,Tier 3,2329800
2661,Finance,Senior Dev,8,Tier 3,1076910
2662,IT,Analyst,19,Tier 3,1429942
2663,HR,Analyst,3,Tier 2,551772
2664,Support,Lead,12,Tier 2,1542878
2665,Marketing,Associate,9,Tier 2,1036369
2666,Support,Intern,16,Tier 1,1461235
2667,Marketing,Intern,19,Tier 1,1672340
2668,HR,Lead,16,Tier 2,1838933
2669,Finance,Intern,3,Tier 1,490536
2670,Marketing,Intern,0,Tier 1,253678
2671,Marketing,Lead,12,Tier 2,1580400
2672,Operations,Intern,7,Tier 2,690897
2673,IT,Senior Dev,12,Tier 3,1330214
2674,IT,Director,13,Tier 3,1958519
2675,Finance,Director,7,Tier 3,1623082
2676,Sales,Manager,14,Tier 1,2155938
2677,Operations,Associate,12,Tier 1,1394486
2678,Marketing,Manager,4,Tier 2,1250096
2679,Sales,Manager,15,Tier 2,1967270
2680,HR,Lead,1,Tier 2,816997
2681,HR,Analyst,17,Tier 2,1478830
2682,Sales,Associate,16,Tier 2,1518509
2683,Support,Intern,6,Tier 3,558684
2684,Marketing,Director,17,Tier 1,2779524
2685,Finance,Intern,13,Tier 1,1228885
2686,Marketing,Analyst,17,Tier 2,1457596
2687,Finance,Intern,10,Tier 1,1000676
2688,Finance,Director,15,Tier 1,2608878
2689,HR,Director,16,Tier 2,2373559
2690,Support,Lead,18,Tier 2,1934771
2691,Support,Intern,14,Tier 2,1143896
2692,IT,Senior Dev,19,Tier 3,1761913
2693,HR,Director,11,Tier 2,2055390
2694,HR,Lead,19,Tier 1,2326221
2695,IT,Senior Dev,0,Tier 2,631848
2696,Sales,Associate,19,Tier 3,1545464
2697,IT,Senior Dev,14,Tier 3,1429456
2698,Operations,Associate,11,Tier 2,1171554
2699,HR,Lead,10,Tier 1,1608409
2700,Finance,Director,15,Tier 3,2095864
2701,IT,Senior Dev,14,Tier 2,1571888
2702,Support,Associate,12,Tier 3,1113501
2703,Support,Associate,7,Tier 1,1052415
2704,Sales,Director,11,Tier 1,2320920
2705,Support,Senior Dev,10,Tier 1,1506071
2706,Sales,Director,9,Tier 2,1900061
2707,Operations,Associate,18,Tier 1,1848810
2708,Support,Intern,6,Tier 3,587002
2709,Sales,Senior Dev,16,Tier 2,1736656
2710,Support,Associate,7,Tier 2,900054
2711,Marketing,Analyst,5,Tier 3,615397
2712,Marketing,Analyst,17,Tier 1,1665669
2713,HR,Lead,4,Tier 1,1170068
2714,Support,Director,18,Tier 2,2482917
2715,Finance,Associate,7,Tier 3,815832
2716,Marketing,Manager,16,Tier 2,2036706
2717,IT,Director,18,Tier 3,2276762
2718,Finance,Director,16,Tier 2,2373796
2719,Marketing,Senior Dev,18,Tier 3,1708817
2720,Marketing,Intern,7,Tier 2,686642
2721,Operations,Director,6,Tier 3,1567531
2722,Operations,Associate,16,Tier 3,1339221
2723,Operations,Senior Dev,18,Tier 1,2084519
2724,Support,Lead,5,Tier 1,1221051
2725,Finance,Analyst,1,Tier 2,375765
2726,Sales,Manager,4,Tier 3,1166690
2727,Sales,Associate,19,Tier 1,1927323
2728,Sales,Associate,16,Tier 2,1477939
2729,IT,Lead,12,Tier 2,1532307
2730,IT,Associate,16,Tier 2,1501944
2731,IT,Associate,3,Tier 2,646134
2732,Sales,Intern,13,Tier 3,956226
2733,IT,Director,2,Tier 1,1675021
2734,Finance,Associate,7,Tier 3,820391
2735,Operations,Analyst,0,Tier 1,346961
2736,Sales,Lead,17,Tier 3,1742015
2737,IT,Associate,7,Tier 3,800848
2738,Finance,Intern,11,Tier 1,1058255
2739,Operations,Manager,15,Tier 2,1989281
2740,IT,Senior Dev,3,Tier 3,770389
2741,Sales,Intern,11,Tier 2,974266
2742,Operations,Director,8,Tier 2,1861919
2743,Finance,Associate,11,Tier 2,1139358
2744,Finance,Lead,13,Tier 3,1460988
2745,Marketing,Director,1,Tier 2,1361698
2746,IT,Senior Dev,9,Tier 3,1160248
2747,IT,Director,19,Tier 1,2927703
2748,Finance,Director,7,Tier 2,1796041
2749,IT,Intern,18,Tier 3,1258002
2750,Operations,Associate,4,Tier 3,631698
2751,Marketing,Manager,15,Tier 1,2268240
2752,HR,Associate,14,Tier 1,1537570
2753,Operations,Lead,11,Tier 1,1682392
2754,Operations,Associate,11,Tier 2,1151641
2755,Finance,Analyst,14,Tier 2,1230305
2756,Operations,Lead,17,Tier 3,1729763
2757,Finance,Manager,11,Tier 2,1732550
2758,Operations,Director,3,Tier 3,1370566
2759,IT,Director,15,Tier 3,2072230
2760,IT,Intern,15,Tier 3,1119280
2761,HR,Manager,1,Tier 3,934765
2762,Finance,Lead,2,Tier 2,895929
2763,Finance,Director,19,Tier 1,2900552
2764,IT,Manager,19,Tier 3,2021989
2765,IT,Manager,0,Tier 1,1140939
2766,HR,Manager,5,Tier 2,1328652
2767,Sales,Analyst,14,Tier 3,1150953
2768,Operations,Director,13,Tier 3,2004195
2769,Marketing,Director,14,Tier 1,2545901
2770,Operations,Analyst,4,Tier 1,704461
2771,IT,Manager,16,Tier 3,1859546
2772,Marketing,Director,15,Tier 1,2651683
2773,Finance,Director,14,Tier 3,2051430
2774,IT,Intern,3,Tier 3,399242
2775,Operations,Analyst,17,Tier 3,1302948
2776,Operations,Director,2,Tier 2,1424773
2777,Operations,Lead,7,Tier 3,1099878
2778,Marketing,Lead,2,Tier 2,928561
2779,Finance,Associate,9,Tier 1,1198592
2780,Finance,Director,19,Tier 1,2928776
2781,Operations,Senior Dev,7,Tier 1,1300798
2782,HR,Senior Dev,10,Tier 2,1294668
2783,IT,Analyst,4,Tier 3,565161
2784,Support,Senior Dev,12,Tier 2,1456484
2785,Operations,Manager,4,Tier 2,1271159
2786,Operations,Director,12,Tier 1,2415925
2787,Marketing,Manager,4,Tier 2,1240968
2788,HR,Senior Dev,15,Tier 2,1650209
2789,Operations,Associate,0,Tier 3,427703
2790,IT,Intern,18,Tier 2,1425133
2791,HR,Analyst,10,Tier 1,1113395
2792,Support,Intern,11,Tier 1,1082707
2793,Finance,Lead,6,Tier 3,1064393
2794,Support,Associate,12,Tier 3,1140042
2795,Support,Associate,7,Tier 2,878078
2796,Sales,Manager,8,Tier 2,1529574
2797,Operations,Lead,14,Tier 1,1924345
2798,Support,Intern,19,Tier 1,1701152
2799,Support,Analyst,11,Tier 2,1076048
2800,Sales,Manager,7,Tier 3,1316212
2801,IT,Associate,14,Tier 2,1352816
2802,Finance,Intern,0,Tier 2,219432
2803,IT,Director,9,Tier 3,1716837
2804,Sales,Director,9,Tier 2,1904884
2805,Marketing,Analyst,14,Tier 1,1404424
2806,Support,Intern,5,Tier 3,513618
2807,HR,Manager,12,Tier 3,1637111
2808,Finance,Associate,14,Tier 1,1575056
2809,Support,Lead,16,Tier 1,2104381
2810,HR,Lead,12,Tier 1,1753848
2811,Sales,Analyst,5,Tier 3,583136
2812,Finance,Lead,15,Tier 2,1730589
2813,Finance,Lead,12,Tier 1,1796973
2814,Finance,Intern,2,Tier 2,328509
2815,HR,Manager,13,Tier 2,1860222
2816,Marketing,Senior Dev,7,Tier 1,1289476
2817,Marketing,Intern,14,Tier 1,1322732
2818,IT,Senior Dev,12,Tier 1,1629968
2819,IT,Analyst,2,Tier 2,441275
2820,Marketing,Manager,5,Tier 2,1303269
2821,Operations,Director,16,Tier 3,2130406
2822,Finance,Senior Dev,1,Tier 3,652553
2823,Operations,Senior Dev,14,Tier 2,1598036
2824,HR,Senior Dev,19,Tier 1,2149485
2825,Finance,Lead,5,Tier 1,1222618
2826,HR,Associate,17,Tier 2,1554673
2827,Finance,Analyst,3,Tier 1,609696
2828,Finance,Associate,13,Tier 2,1326829
2829,HR,Senior Dev,12,Tier 1,1634719
2830,Finance,Intern,11,Tier 3,873894
2831,Finance,Lead,14,Tier 3,1522306
2832,HR,Lead,10,Tier 2,1415086
2833,Marketing,Lead,11,Tier 1,1697042
2834,Marketing,Manager,16,Tier 2,2067618
2835,Finance,Manager,18,Tier 1,2463323
2836,IT,Senior Dev,3,Tier 3,759890
2837,Sales,Manager,15,Tier 1,2230283
2838,HR,Director,7,Tier 1,2041999
2839,IT,Manager,16,Tier 1,2342466
2840,Support,Lead,17,Tier 3,1727952
2841,Operations,Analyst,2,Tier 3,427663
2842,Operations,Manager,3,Tier 2,1202172
2843,Marketing,Analyst,5,Tier 2,677929
2844,HR,Analyst,13,Tier 1,1354724
2845,HR,Analyst,15,Tier 3,1199134
2846,IT,Associate,14,Tier 3,1257101
2847,Marketing,Director,3,Tier 1,1728575
2848,Operations,Analyst,15,Tier 2,1294827
2849,Sales,Senior Dev,15,Tier 2,1633699
2850,Support,Analyst,12,Tier 3,1037961
2851,Operations,Director,12,Tier 3,1895313
2852,Marketing,Associate,2,Tier 1,669909
2853,HR,Director,7,Tier 1,1999887
2854,Finance,Senior Dev,14,Tier 1,1815226
2855,IT,Analyst,8,Tier 2,831558
2856,Marketing,Senior Dev,12,Tier 2,1472113
2857,Support,Analyst,7,Tier 1,925878
2858,IT,Senior Dev,11,Tier 2,1391186
2859,Sales,Senior Dev,6,Tier 1,1203769
2860,HR,Director,15,Tier 1,2648218
2861,IT,Manager,9,Tier 2,1581877
2862,Support,Director,17,Tier 3,2221601
2863,Finance,Intern,4,Tier 1,536244
2864,HR,Director,6,Tier 3,1553099
2865,Sales,Director,1,Tier 3,1267034
2866,Sales,Associate,12,Tier 1,1389094
2867,Support,Intern,4,Tier 1,530589
2868,IT,Lead,5,Tier 1,1279319
2869,Operations,Associate,13,Tier 3,1189531
2870,Support,Intern,3,Tier 2,391164
2871,HR,Lead,5,Tier 3,1011247
2872,Marketing,Intern,9,Tier 2,803601
2873,HR,Lead,14,Tier 3,1560599
2874,Sales,Intern,8,Tier 2,768916
2875,Sales,Director,9,Tier 2,1942579
2876,Marketing,Senior Dev,5,Tier 2,962671
2877,Operations,Director,2,Tier 1,1672329
2878,Operations,Manager,10,Tier 1,1849906
2879,Marketing,Director,16,Tier 1,2710031
2880,Operations,Director,3,Tier 2,1509438
2881,IT,Intern,3,Tier 1,488856
2882,IT,Associate,8,Tier 3,891938
2883,Sales,Intern,4,Tier 2,513807
2884,Finance,Director,5,Tier 3,1497938
2885,IT,Manager,0,Tier 2,980435
2886,HR,Associate,15,Tier 3,1289190
2887,Finance,Senior Dev,10,Tier 2,1340124
2888,Operations,Analyst,9,Tier 2,948786
2889,Sales,Analyst,8,Tier 1,1001635
2890,Marketing,Lead,11,Tier 3,1355174
2891,Operations,Associate,13,Tier 3,1199376
2892,IT,Intern,17,Tier 3,1237216
2893,Marketing,Associate,8,Tier 2,963416
2894,Sales,Senior Dev,9,Tier 1,1445258
2895,Support,Lead,14,Tier 3,1523380
2896,Marketing,Intern,14,Tier 3,1045699
2897,Support,Lead,1,Tier 3,761980
2898,Marketing,Analyst,15,Tier 3,1199166
2899,IT,Analyst,9,Tier 1,1020717
2900,IT,Associate,9,Tier 1,1170592
2901,Sales,Analyst,13,Tier 3,1080009
2902,Finance,Senior Dev,8,Tier 1,1353816
2903,Marketing,Associate,13,Tier 3,1161618
2904,Finance,Analyst,19,Tier 1,1796671
2905,IT,Lead,1,Tier 1,962761
2906,Support,Analyst,2,Tier 2,470346
2907,Operations,Senior Dev,10,Tier 2,1340772
2908,Operations,Senior Dev,12,Tier 1,1647526
2909,Operations,Lead,16,Tier 3,1632941
2910,Marketing,Analyst,1,Tier 1,467947
2911,IT,Senior Dev,9,Tier 1,1420553
2912,Support,Director,10,Tier 2,1975359
2913,Operations,Director,16,Tier 2,2401026
2914,Sales,Lead,17,Tier 3,1740164
2915,Operations,Senior Dev,15,Tier 3,1517365
2916,Finance,Director,11,Tier 2,2020586
2917,Sales,Director,14,Tier 3,2051198
2918,IT,Senior Dev,15,Tier 3,1505113
2919,HR,Manager,11,Tier 3,1562443
2920,Finance,Senior Dev,12,Tier 2,1452595
2921,IT,Intern,6,Tier 2,591877
2922,Operations,Analyst,1,Tier 1,468601
2923,Operations,Lead,14,Tier 1,1927766
2924,Support,Senior Dev,7,Tier 2,1124006
2925,Marketing,Analyst,14,Tier 1,1407205
2926,Support,Associate,7,Tier 3,835947
2927,Finance,Analyst,11,Tier 2,1042524
2928,IT,Intern,10,Tier 2,850016
2929,Sales,Lead,16,Tier 1,2065855
2930,Sales,Associate,3,Tier 1,720095
2931,Operations,Associate,4,Tier 2,723241
2932,Marketing,Director,15,Tier 2,2332003
2933,Finance,Analyst,14,Tier 2,1252747
2934,IT,Associate,4,Tier 1,828269
2935,Support,Senior Dev,15,Tier 2,1675053
2936,Operations,Analyst,9,Tier 3,811094
2937,IT,Director,12,Tier 1,2426499
2938,Support,Associate,4,Tier 1,793324
2939,Finance,Lead,2,Tier 3,793982
2940,Finance,Manager,3,Tier 1,1335790
2941,HR,Analyst,13,Tier 1,1374707
2942,Marketing,Senior Dev,18,Tier 3,1662748
2943,Operations,Intern,9,Tier 3,713092
2944,Operations,Lead,4,Tier 3,969418
2945,IT,Analyst,19,Tier 3,1434860
2946,IT,Senior Dev,19,Tier 2,1898616
2947,Marketing,Associate,5,Tier 1,849926
2948,Marketing,Intern,3,Tier 1,448969
2949,Operations,Manager,15,Tier 1,2259876
2950,HR,Senior Dev,3,Tier 2,844428
2951,Finance,Analyst,18,Tier 1,1715950
2952,HR,Manager,1,Tier 2,1067789
2953,Operations,Associate,3,Tier 2,643349
2954,Marketing,Associate,19,Tier 2,1694062
2955,Support,Senior Dev,3,Tier 2,873896
2956,Finance,Director,6,Tier 3,1561730
2957,Operations,Analyst,18,Tier 1,1708861
2958,Operations,Director,5,Tier 2,1668243
2959,HR,Analyst,14,Tier 2,1260174
2960,Finance,Manager,19,Tier 2,2264184
2961,HR,Director,3,Tier 2,1491121
2962,IT,Lead,17,Tier 3,1718164
2963,Support,Senior Dev,19,Tier 1,2204222
2964,HR,Intern,10,Tier 1,973748
2965,Operations,Analyst,3,Tier 2,542331
2966,Operations,Associate,1,Tier 1,576308
2967,Support,Analyst,9,Tier 3,849560
2968,Support,Analyst,9,Tier 1,1066686
2969,IT,Associate,6,Tier 2,810675
2970,Marketing,Associate,18,Tier 2,1639449
2971,Operations,Associate,2,Tier 2,552680
2972,Operations,Senior Dev,18,Tier 2,1844206
2973,Support,Senior Dev,1,Tier 2,716666
2974,Operations,Senior Dev,19,Tier 1,2146161
2975,Support,Senior Dev,1,Tier 2,751489
2976,Finance,Manager,16,Tier 2,2054751
2977,Operations,Lead,15,Tier 3,1610975
2978,Operations,Senior Dev,13,Tier 1,1709758
2979,Support,Director,10,Tier 1,2251831
2980,Marketing,Analyst,0,Tier 2,337770
2981,HR,Manager,3,Tier 3,1102550
2982,IT,Intern,14,Tier 1,1294881
2983,IT,Senior Dev,11,Tier 1,1580422
2984,Operations,Intern,16,Tier 3,1153776
2985,Sales,Analyst,10,Tier 3,887755
2986,Marketing,Associate,0,Tier 2,447422
2987,IT,Senior Dev,9,Tier 3,1133238
2988,Operations,Lead,1,Tier 3,760313
2989,IT,Analyst,3,Tier 3,508475
2990,HR,Associate,18,Tier 1,1859321
2991,Sales,Intern,10,Tier 3,814327
2992,IT,Manager,17,Tier 1,2416250
2993,Sales,Lead,10,Tier 2,1439404
2994,Finance,Lead,2,Tier 3,806395
2995,HR,Manager,2,Tier 3,992537
2996,Finance,Lead,16,Tier 1,2063613
2997,Finance,Manager,1,Tier 2,1050368
2998,Operations,Lead,15,Tier 1,1984209
2999,IT,Manager,19,Tier 1,2576997
3000,Sales,Associate,9,Tier 3,918635
3001,Sales,Analyst,9,Tier 2,939863
3002,Marketing,Senior Dev,0,Tier 2,671804
3003,Marketing,Analyst,8,Tier 1,1003741
3004,Marketing,Director,9,Tier 2,1935502
3005,Operations,Director,4,Tier 3,1427653
3006,HR,Director,15,Tier 1,2629028
3007,Marketing,Intern,19,Tier 3,1366049
3008,Marketing,Intern,10,Tier 1,999978
3009,Finance,Senior Dev,8,Tier 1,1349007
3010,Support,Analyst,1,Tier 3,378287
3011,Operations,Analyst,1,Tier 1,475307
3012,Marketing,Analyst,7,Tier 2,818392
3013,Marketing,Intern,11,Tier 1,1096033
3014,Sales,Lead,8,Tier 3,1175097
3015,Marketing,Lead,1,Tier 1,942191
3016,Marketing,Analyst,19,Tier 3,1417206
3017,IT,Manager,1,Tier 2,1054992
3018,IT,Associate,18,Tier 3,1465995
3019,Finance,Intern,3,Tier 3,394439
3020,Sales,Intern,1,Tier 3,256270
3021,Finance,Associate,13,Tier 2,1316321
3022,HR,Associate,14,Tier 1,1534859
3023,IT,Lead,4,Tier 2,1035899
3024,HR,Intern,19,Tier 3,1312172
3025,Support,Intern,6,Tier 2,602663
3026,Support,Associate,9,Tier 1,1164053
3027,Sales,Lead,13,Tier 2,1628564
3028,Marketing,Intern,17,Tier 3,1249095
3029,Operations,Analyst,13,Tier 1,1341153
3030,Sales,Director,11,Tier 2,2045845
3031,HR,Manager,5,Tier 2,1343283
3032,IT,Analyst,12,Tier 2,1105731
3033,Sales,Lead,13,Tier 3,1493646
3034,Marketing,Analyst,15,Tier 3,1216435
3035,Marketing,Senior Dev,0,Tier 2,657564
3036,Finance,Manager,3,Tier 1,1327697
3037,Support,Associate,5,Tier 1,853386
3038,IT,Director,12,Tier 2,2135370
3039,Marketing,Analyst,15,Tier 2,1337802
3040,Operations,Senior Dev,4,Tier 2,904900
3041,Sales,Lead,7,Tier 2,1257026
3042,IT,Analyst,13,Tier 1,1354782
3043,Marketing,Intern,13,Tier 3,962997
3044,Operations,Director,11,Tier 1,2353255
3045,HR,Intern,16,Tier 3,1137148
3046,HR,Lead,13,Tier 3,1468748
3047,Marketing,Director,6,Tier 1,1940013
3048,Support,Intern,14,Tier 2,1168827
3049,Sales,Associate,16,Tier 2,1491256
3050,Operations,Associate,14,Tier 2,1371419
3051,HR,Manager,1,Tier 2,1066708
3052,Sales,Lead,12,Tier 2,1568634
3053,Support,Associate,19,Tier 2,1687382
3054,HR,Lead,7,Tier 1,1426063
3055,IT,Director,13,Tier 1,2482710
3056,Marketing,Senior Dev,10,Tier 2,1290864
3057,Operations,Analyst,2,Tier 2,490128
3058,Support,Intern,18,Tier 3,1287997
3059,Sales,Analyst,7,Tier 3,734940
3060,Marketing,Manager,19,Tier 2,2257298
3061,Sales,Analyst,4,Tier 1,693328
3062,Finance,Senior Dev,5,Tier 3,879726
3063,Finance,Manager,1,Tier 3,944252
3064,Finance,Intern,4,Tier 3,447371
3065,Marketing,Intern,7,Tier 3,632230
3066,Finance,Senior Dev,0,Tier 2,662467
3067,Finance,Analyst,11,Tier 1,1216934
3068,Marketing,Analyst,10,Tier 3,917014
3069,Sales,Manager,14,Tier 3,1722853
3070,IT,Intern,10,Tier 3,819052
3071,Marketing,Analyst,15,Tier 3,1209522
3072,HR,Analyst,19,Tier 3,1460733
3073,Support,Analyst,2,Tier 3,408624
3074,Marketing,Manager,14,Tier 2,1908704
3075,Finance,Analyst,16,Tier 3,1259377
3076,IT,Analyst,19,Tier 2,1561493
3077,Finance,Director,7,Tier 3,1624844
3078,Operations,Associate,15,Tier 2,1402994
3079,HR,Manager,0,Tier 1,1142234
3080,Support,Intern,2,Tier 2,349332
3081,Sales,Associate,11,Tier 3,1037371
3082,Support,Associate,19,Tier 2,1682028
3083,IT,Manager,19,Tier 2,2249912
3084,Finance,Intern,6,Tier 2,632851
3085,IT,Senior Dev,18,Tier 1,2090469
3086,Marketing,Associate,18,Tier 2,1638037
3087,Support,Intern,12,Tier 3,947514
3088,Sales,Lead,12,Tier 2,1578988
3089,Marketing,Manager,19,Tier 1,2538542
3090,Finance,Lead,12,Tier 2,1586314
3091,Operations,Lead,18,Tier 1,2215423
3092,Finance,Director,19,Tier 2,2588231
3093,HR,Associate,9,Tier 2,1021241
3094,Operations,Lead,15,Tier 3,1593154
3095,Sales,Intern,10,Tier 3,826396
3096,Finance,Associate,8,Tier 3,863331
3097,Marketing,Manager,18,Tier 3,1969183
3098,HR,Analyst,6,Tier 1,834346
3099,Sales,Associate,11,Tier 2,1190478
3100,Marketing,Lead,13,Tier 1,1870954
3101,HR,Analyst,9,Tier 2,909882
3102,Operations,Associate,5,Tier 2,759041
3103,Operations,Lead,10,Tier 1,1647498
3104,Operations,Senior Dev,5,Tier 2,993709
3105,Finance,Director,19,Tier 2,2548837
3106,Support,Associate,16,Tier 3,1354489
3107,Finance,Intern,0,Tier 2,238994
3108,Operations,Senior Dev,7,Tier 3,1002615
3109,Sales,Manager,19,Tier 2,2267109
